date;sex;age;cumulative;daily
2021-02-11;male;55-64;12557;61
2021-02-11;male;65-74;7354;36
2021-02-11;male;75-84;4661;18
2021-02-11;female;0-4;525;10
2021-02-11;female;5-14;1664;28
2021-02-11;female;15-24;7711;62
2021-02-11;female;25-34;14868;86
2021-02-11;female;35-44;18541;125
2021-02-11;female;45-54;18954;88
2021-02-11;female;55-64;12892;95
2021-02-11;female;65-74;6614;37
2021-02-11;female;75-84;6425;26
2021-02-11;unknown;0-4;0;0
2021-02-11;unknown;5-14;0;0
2021-02-11;unknown;15-24;0;0
2021-02-11;unknown;25-34;0;0
2021-02-11;unknown;35-44;0;0
2021-02-11;unknown;45-54;0;0
2021-02-11;unknown;55-64;0;0
2021-02-11;unknown;65-74;0;0
2021-02-11;unknown;75-84;0;0
2021-02-12;male;0-4;632;8
2021-02-12;male;5-14;1784;34
2021-02-12;male;15-24;7561;35
2021-02-12;male;25-34;14282;66
2021-02-12;male;35-44;16524;97
2021-02-12;male;45-54;16303;91
2021-02-12;male;55-64;12633;76
2021-02-12;male;65-74;7387;33
2021-02-12;male;75-84;4677;16
2021-02-12;female;0-4;533;8
2021-02-12;female;5-14;1698;34
2021-02-12;female;15-24;7765;54
2021-02-12;female;25-34;14952;84
2021-02-12;female;35-44;18649;108
2021-02-12;female;45-54;19058;104
2021-02-12;female;55-64;12973;81
2021-02-12;female;65-74;6649;35
2021-02-12;female;75-84;6442;17
2021-02-12;unknown;0-4;0;0
2021-02-12;unknown;5-14;0;0
2021-02-12;unknown;15-24;0;0
2021-02-12;unknown;25-34;0;0
2021-02-12;unknown;35-44;0;0
2021-02-12;unknown;45-54;0;0
2021-02-12;unknown;55-64;0;0
2021-02-12;unknown;65-74;0;0
2021-02-12;unknown;75-84;0;0
2021-02-13;male;0-4;639;7
2021-02-13;male;5-14;1793;9
2021-02-13;male;15-24;7575;14
2021-02-13;male;25-34;14309;27
2021-02-13;male;35-44;16562;38
2021-02-13;male;45-54;16333;30
2021-02-13;male;55-64;12656;23
2021-02-13;male;65-74;7405;18
2021-02-13;male;75-84;4689;12
2021-02-13;female;0-4;536;3
2021-02-13;female;5-14;1706;8
2021-02-13;female;15-24;7779;14
2021-02-13;female;25-34;14985;33
2021-02-13;female;35-44;18696;47
2021-02-13;female;45-54;19097;39
2021-02-13;female;55-64;12999;26
2021-02-13;female;65-74;6666;17
2021-02-13;female;75-84;6451;9
2021-02-13;unknown;0-4;0;0
2021-02-13;unknown;5-14;0;0
2021-02-13;unknown;15-24;0;0
2021-02-13;unknown;25-34;0;0
2021-02-13;unknown;35-44;0;0
2021-02-13;unknown;45-54;0;0
2021-02-13;unknown;55-64;0;0
2021-02-13;unknown;65-74;0;0
2021-02-13;unknown;75-84;0;0
2021-02-14;male;0-4;640;1
2021-02-14;male;5-14;1803;10
2021-02-14;male;15-24;7582;7
2021-02-14;male;25-34;14333;24
2021-02-14;male;35-44;16588;26
2021-02-14;male;45-54;16359;26
2021-02-14;male;55-64;12670;14
2021-02-14;male;65-74;7417;12
2021-02-14;male;75-84;4695;6
2021-02-14;female;0-4;538;2
2021-02-14;female;5-14;1712;6
2021-02-14;female;15-24;7788;9
2021-02-14;female;25-34;15009;24
2021-02-14;female;35-44;18716;20
2021-02-14;female;45-54;19121;24
2021-02-14;female;55-64;13016;17
2021-02-14;female;65-74;6672;6
2021-02-14;female;75-84;6458;7
2021-02-14;unknown;0-4;0;0
2021-02-14;unknown;5-14;0;0
2021-02-14;unknown;15-24;0;0
2021-02-14;unknown;25-34;0;0
2021-02-14;unknown;35-44;0;0
2021-02-14;unknown;45-54;0;0
2021-02-14;unknown;55-64;0;0
2021-02-14;unknown;65-74;0;0
2021-02-14;unknown;75-84;0;0
2021-02-15;male;0-4;642;2
2021-02-15;male;5-14;1840;37
2021-02-15;male;15-24;7611;29
2021-02-15;male;25-34;14402;69
2021-02-15;male;35-44;16643;55
2021-02-15;male;45-54;16426;67
2021-02-15;male;55-64;12722;52
2021-02-15;male;65-74;7442;25
2021-02-15;male;75-84;4707;12
2021-02-15;female;0-4;546;8
2021-02-15;female;5-14;1731;19
2021-02-15;female;15-24;7824;36
2021-02-15;female;25-34;15068;59
2021-02-15;female;35-44;18813;97
2021-02-15;female;45-54;19194;73
2021-02-15;female;55-64;13076;60
2021-02-15;female;65-74;6692;20
2021-02-15;female;75-84;6468;10
2021-02-15;unknown;0-4;0;0
2021-02-15;unknown;5-14;0;0
2021-02-15;unknown;15-24;0;0
2021-02-15;unknown;25-34;0;0
2021-02-15;unknown;35-44;0;0
2021-02-15;unknown;45-54;0;0
2021-02-15;unknown;55-64;0;0
2021-02-15;unknown;65-74;0;0
2021-02-15;unknown;75-84;0;0
2021-02-16;male;0-4;653;11
2021-02-16;male;5-14;1878;38
2021-02-16;male;15-24;7664;53
2021-02-16;male;25-34;14485;83
2021-02-16;male;35-44;16741;98
2021-02-16;male;45-54;16524;98
2021-02-16;male;55-64;12809;87
2021-02-16;male;65-74;7484;42
2021-02-16;male;75-84;4727;20
2021-02-16;female;0-4;559;13
2021-02-16;female;5-14;1765;34
2021-02-16;female;15-24;7888;64
2021-02-16;female;25-34;15142;74
2021-02-16;female;35-44;18908;95
2021-02-16;female;45-54;19308;114
2021-02-16;female;55-64;13173;97
2021-02-16;female;65-74;6732;40
2021-02-16;female;75-84;6493;25
2021-02-16;unknown;0-4;0;0
2021-02-16;unknown;5-14;0;0
2021-02-16;unknown;15-24;0;0
2021-02-16;unknown;25-34;0;0
2021-02-16;unknown;35-44;0;0
2021-02-16;unknown;45-54;0;0
2021-02-16;unknown;55-64;0;0
2021-02-16;unknown;65-74;0;0
2021-02-16;unknown;75-84;0;0
2021-02-17;male;0-4;661;8
2021-02-17;male;5-14;1901;23
2021-02-17;male;15-24;7719;55
2021-02-17;male;25-34;14550;65
2021-02-17;male;35-44;16838;97
2021-02-17;male;45-54;16594;70
2021-02-17;male;55-64;12857;48
2021-02-17;male;65-74;7511;27
2021-02-17;male;75-84;4743;16
2021-02-17;female;0-4;566;7
2021-02-17;female;5-14;1793;28
2021-02-17;female;15-24;7927;39
2021-02-17;female;25-34;15208;66
2021-02-17;female;35-44;19012;104
2021-02-17;female;45-54;19398;90
2021-02-17;female;55-64;13225;52
2021-02-17;female;65-74;6774;42
2021-02-17;female;75-84;6519;26
2021-02-17;unknown;0-4;0;0
2021-02-17;unknown;5-14;0;0
2021-02-17;unknown;15-24;0;0
2021-02-17;unknown;25-34;0;0
2021-02-17;unknown;35-44;0;0
2021-02-17;unknown;45-54;0;0
2021-02-17;unknown;55-64;0;0
2021-02-17;unknown;65-74;0;0
2021-02-17;unknown;75-84;0;0
2021-02-18;male;0-4;669;8
2021-02-18;male;5-14;1928;27
2021-02-18;male;15-24;7766;47
2021-02-18;male;25-34;14610;60
2021-02-18;male;35-44;16929;91
2021-02-18;male;45-54;16678;84
2021-02-18;male;55-64;12912;55
2021-02-18;male;65-74;7553;42
2021-02-18;male;75-84;4769;26
2021-02-18;female;0-4;567;1
2021-02-18;female;5-14;1817;24
2021-02-18;female;15-24;7993;66
2021-02-18;female;25-34;15265;57
2021-02-18;female;35-44;19103;91
2021-02-18;female;45-54;19487;89
2021-02-18;female;55-64;13277;52
2021-02-18;female;65-74;6816;42
2021-02-18;female;75-84;6550;31
2021-02-18;unknown;0-4;0;0
2021-02-18;unknown;5-14;0;0
2021-02-18;unknown;15-24;0;0
2021-02-18;unknown;25-34;0;0
2021-02-18;unknown;35-44;0;0
2021-02-18;unknown;45-54;0;0
2021-02-18;unknown;55-64;0;0
2021-02-18;unknown;65-74;0;0
2021-02-18;unknown;75-84;0;0
2021-02-19;male;0-4;678;9
2021-02-19;male;5-14;1973;45
2021-02-19;male;15-24;7814;48
2021-02-19;male;25-34;14676;66
2021-02-19;male;35-44;17013;84
2021-02-19;male;45-54;16778;100
2021-02-19;male;55-64;12966;54
2021-02-19;male;65-74;7599;46
2021-02-19;male;75-84;4782;13
2021-02-19;female;0-4;577;10
2021-02-19;female;5-14;1859;42
2021-02-19;female;15-24;8036;43
2021-02-19;female;25-34;15342;77
2021-02-19;female;35-44;19209;106
2021-02-19;female;45-54;19575;88
2021-02-19;female;55-64;13346;69
2021-02-19;female;65-74;6850;34
2021-02-19;female;75-84;6566;16
2021-02-19;unknown;0-4;0;0
2021-02-19;unknown;5-14;0;0
2021-02-19;unknown;15-24;0;0
2021-02-19;unknown;25-34;0;0
2021-02-19;unknown;35-44;0;0
2021-02-19;unknown;45-54;0;0
2021-02-19;unknown;55-64;0;0
2021-02-19;unknown;65-74;0;0
2021-02-19;unknown;75-84;0;0
2021-02-20;male;0-4;682;4
2021-02-20;male;5-14;1995;22
2021-02-20;male;15-24;7833;19
2021-02-20;male;25-34;14705;29
2021-02-20;male;35-44;17047;34
2021-02-20;male;45-54;16810;32
2021-02-20;male;55-64;12991;25
2021-02-20;male;65-74;7619;20
2021-02-20;male;75-84;4788;6
2021-02-20;female;0-4;581;4
2021-02-20;female;5-14;1879;20
2021-02-20;female;15-24;8063;27
2021-02-20;female;25-34;15388;46
2021-02-20;female;35-44;19241;32
2021-02-20;female;45-54;19606;31
2021-02-20;female;55-64;13377;31
2021-02-20;female;65-74;6871;21
2021-02-20;female;75-84;6575;9
2021-02-20;unknown;0-4;0;0
2021-02-20;unknown;5-14;0;0
2021-02-20;unknown;15-24;0;0
2021-02-20;unknown;25-34;0;0
2021-02-20;unknown;35-44;0;0
2021-02-20;unknown;45-54;0;0
2021-02-20;unknown;55-64;0;0
2021-02-20;unknown;65-74;0;0
2021-02-20;unknown;75-84;0;0
2021-02-21;male;0-4;685;3
2021-02-21;male;5-14;2005;10
2021-02-21;male;15-24;7845;12
2021-02-21;male;25-34;14723;18
2021-02-21;male;35-44;17072;25
2021-02-21;male;45-54;16824;14
2021-02-21;male;55-64;13010;19
2021-02-21;male;65-74;7631;12
2021-02-21;male;75-84;4797;9
2021-02-21;female;0-4;581;0
2021-02-21;female;5-14;1890;11
2021-02-21;female;15-24;8071;8
2021-02-21;female;25-34;15413;25
2021-02-21;female;35-44;19266;25
2021-02-21;female;45-54;19628;22
2021-02-21;female;55-64;13394;17
2021-02-21;female;65-74;6876;5
2021-02-21;female;75-84;6583;8
2021-02-21;unknown;0-4;0;0
2021-02-21;unknown;5-14;0;0
2021-02-21;unknown;15-24;0;0
2021-02-21;unknown;25-34;0;0
2021-02-21;unknown;35-44;0;0
2021-02-21;unknown;45-54;0;0
2021-02-21;unknown;55-64;0;0
2021-02-21;unknown;65-74;0;0
2021-02-21;unknown;75-84;0;0
2021-02-22;male;0-4;692;7
2021-02-22;male;5-14;2038;33
2021-02-22;male;15-24;7882;37
2021-02-22;male;25-34;14787;64
2021-02-22;male;35-44;17161;89
2021-02-22;male;45-54;16891;67
2021-02-22;male;55-64;13065;55
2021-02-22;male;65-74;7678;47
2021-02-22;male;75-84;4821;24
2021-02-22;female;0-4;591;10
2021-02-22;female;5-14;1921;31
2021-02-22;female;15-24;8128;57
2021-02-22;female;25-34;15479;66
2021-02-22;female;35-44;19368;102
2021-02-22;female;45-54;19719;91
2021-02-22;female;55-64;13463;69
2021-02-22;female;65-74;6912;36
2021-02-22;female;75-84;6594;11
2021-02-22;unknown;0-4;0;0
2021-02-22;unknown;5-14;0;0
2021-02-22;unknown;15-24;0;0
2021-02-22;unknown;25-34;0;0
2021-02-22;unknown;35-44;0;0
2021-02-22;unknown;45-54;0;0
2021-02-22;unknown;55-64;0;0
2021-02-22;unknown;65-74;0;0
2021-02-22;unknown;75-84;0;0
2021-02-23;male;0-4;700;8
2021-02-23;male;5-14;2076;38
2021-02-23;male;15-24;7925;43
2021-02-23;male;25-34;14856;69
2021-02-23;male;35-44;17258;97
2021-02-23;male;45-54;17005;114
2021-02-23;male;55-64;13141;76
2021-02-23;male;65-74;7722;44
2021-02-23;male;75-84;4841;20
2021-02-23;female;0-4;603;12
2021-02-23;female;5-14;1966;45
2021-02-23;female;15-24;8198;70
2021-02-23;female;25-34;15563;84
2021-02-23;female;35-44;19491;123
2021-02-23;female;45-54;19821;102
2021-02-23;female;55-64;13535;72
2021-02-23;female;65-74;6964;52
2021-02-23;female;75-84;6609;15
2021-02-23;unknown;0-4;0;0
2021-02-23;unknown;5-14;0;0
2021-02-23;unknown;15-24;0;0
2021-02-23;unknown;25-34;0;0
2021-02-23;unknown;35-44;0;0
2021-02-23;unknown;45-54;0;0
2021-02-23;unknown;55-64;0;0
2021-02-23;unknown;65-74;0;0
2021-02-23;unknown;75-84;0;0
2021-02-24;male;0-4;713;13
2021-02-24;male;5-14;2103;27
2021-02-24;male;15-24;7974;49
2021-02-24;male;25-34;14916;60
2021-02-24;male;35-44;17343;85
2021-02-24;male;45-54;17064;59
2021-02-24;male;55-64;13204;63
2021-02-24;male;65-74;7759;37
2021-02-24;male;75-84;4855;14
2021-02-24;female;0-4;613;10
2021-02-24;female;5-14;2002;36
2021-02-24;female;15-24;8242;44
2021-02-24;female;25-34;15622;59
2021-02-24;female;35-44;19580;89
2021-02-24;female;45-54;19900;79
2021-02-24;female;55-64;13594;59
2021-02-24;female;65-74;7003;39
2021-02-24;female;75-84;6633;24
2021-02-24;unknown;0-4;0;0
2021-02-24;unknown;5-14;0;0
2021-02-24;unknown;15-24;0;0
2021-02-24;unknown;25-34;0;0
2021-02-24;unknown;35-44;0;0
2021-02-24;unknown;45-54;0;0
2021-02-24;unknown;55-64;0;0
2021-02-24;unknown;65-74;0;0
2021-02-24;unknown;75-84;0;0
2021-02-25;male;0-4;716;3
2021-02-25;male;5-14;2142;39
2021-02-25;male;15-24;8029;55
2021-02-25;male;25-34;14967;51
2021-02-25;male;35-44;17425;82
2021-02-25;male;45-54;17144;80
2021-02-25;male;55-64;13272;68
2021-02-25;male;65-74;7805;46
2021-02-25;male;75-84;4880;25
2021-02-25;female;0-4;617;4
2021-02-25;female;5-14;2046;44
2021-02-25;female;15-24;8288;46
2021-02-25;female;25-34;15687;65
2021-02-25;female;35-44;19688;108
2021-02-25;female;45-54;19979;79
2021-02-25;female;55-64;13650;56
2021-02-25;female;65-74;7045;42
2021-02-25;female;75-84;6655;22
2021-02-25;unknown;0-4;0;0
2021-02-25;unknown;5-14;0;0
2021-02-25;unknown;15-24;0;0
2021-02-25;unknown;25-34;0;0
2021-02-25;unknown;35-44;0;0
2021-02-25;unknown;45-54;0;0
2021-02-25;unknown;55-64;0;0
2021-02-25;unknown;65-74;0;0
2021-02-25;unknown;75-84;0;0
2021-02-26;male;0-4;721;5
2021-02-26;male;5-14;2182;40
2021-02-26;male;15-24;8080;51
2021-02-26;male;25-34;15010;43
2021-02-26;male;35-44;17524;99
2021-02-26;male;45-54;17225;81
2021-02-26;male;55-64;13335;63
2021-02-26;male;65-74;7861;56
2021-02-26;male;75-84;4900;20
2021-02-26;female;0-4;626;9
2021-02-26;female;5-14;2075;29
2021-02-26;female;15-24;8351;63
2021-02-26;female;25-34;15746;59
2021-02-26;female;35-44;19779;91
2021-02-26;female;45-54;20074;95
2021-02-26;female;55-64;13710;60
2021-02-26;female;65-74;7098;53
2021-02-26;female;75-84;6670;15
2021-02-26;unknown;0-4;0;0
2021-02-26;unknown;5-14;0;0
2021-02-26;unknown;15-24;0;0
2021-02-26;unknown;25-34;0;0
2021-02-26;unknown;35-44;0;0
2021-02-26;unknown;45-54;0;0
2021-02-26;unknown;55-64;0;0
2021-02-26;unknown;65-74;0;0
2021-02-26;unknown;75-84;0;0
2021-02-27;male;0-4;724;3
2021-02-27;male;5-14;2204;22
2021-02-27;male;15-24;8108;28
2021-02-27;male;25-34;15045;35
2021-02-27;male;35-44;17554;30
2021-02-27;male;45-54;17262;37
2021-02-27;male;55-64;13361;26
2021-02-27;male;65-74;7884;23
2021-02-27;male;75-84;4908;8
2021-02-27;female;0-4;626;0
2021-02-27;female;5-14;2093;18
2021-02-27;female;15-24;8382;31
2021-02-27;female;25-34;15784;38
2021-02-27;female;35-44;19829;50
2021-02-27;female;45-54;20117;43
2021-02-27;female;55-64;13737;27
2021-02-27;female;65-74;7116;18
2021-02-27;female;75-84;6684;14
2021-02-27;unknown;0-4;0;0
2021-02-27;unknown;5-14;0;0
2021-02-27;unknown;15-24;0;0
2021-02-27;unknown;25-34;0;0
2021-02-27;unknown;35-44;0;0
2021-02-27;unknown;45-54;0;0
2021-02-27;unknown;55-64;0;0
2021-02-27;unknown;65-74;0;0
2021-02-27;unknown;75-84;0;0
2021-02-28;male;0-4;729;5
2021-02-28;male;5-14;2214;10
2021-02-28;male;15-24;8126;18
2021-02-28;male;25-34;15059;14
2021-02-28;male;35-44;17574;20
2021-02-28;male;45-54;17285;23
2021-02-28;male;55-64;13375;14
2021-02-28;male;65-74;7894;10
2021-02-28;male;75-84;4914;6
2021-02-28;female;0-4;627;1
2021-02-28;female;5-14;2102;9
2021-02-28;female;15-24;8393;11
2021-02-28;female;25-34;15806;22
2021-02-28;female;35-44;19859;30
2021-02-28;female;45-54;20134;17
2021-02-28;female;55-64;13750;13
2021-02-28;female;65-74;7125;9
2021-02-28;female;75-84;6691;7
2021-02-28;unknown;0-4;0;0
2021-02-28;unknown;5-14;0;0
2021-02-28;unknown;15-24;0;0
2021-02-28;unknown;25-34;0;0
2021-02-28;unknown;35-44;0;0
2021-02-28;unknown;45-54;0;0
2021-02-28;unknown;55-64;0;0
2021-02-28;unknown;65-74;0;0
2021-02-28;unknown;75-84;0;0
2021-03-01;male;0-4;732;3
2021-03-01;male;5-14;2247;33
2021-03-01;male;15-24;8155;29
2021-03-01;male;25-34;15099;40
2021-03-01;male;35-44;17629;55
2021-03-01;male;45-54;17345;60
2021-03-01;male;55-64;13416;41
2021-03-01;male;65-74;7934;40
2021-03-01;male;75-84;4929;15
2021-03-01;female;0-4;632;5
2021-03-01;female;5-14;2130;28
2021-03-01;female;15-24;8430;37
2021-03-01;female;25-34;15869;63
2021-03-01;female;35-44;19944;85
2021-03-01;female;45-54;20212;78
2021-03-01;female;55-64;13803;53
2021-03-01;female;65-74;7161;36
2021-03-01;female;75-84;6712;21
2021-03-01;unknown;0-4;0;0
2021-03-01;unknown;5-14;0;0
2021-03-01;unknown;15-24;0;0
2021-03-01;unknown;25-34;0;0
2021-03-01;unknown;35-44;0;0
2021-03-01;unknown;45-54;0;0
2021-03-01;unknown;55-64;1;1
2021-03-01;unknown;65-74;0;0
2021-03-01;unknown;75-84;0;0
2021-03-02;male;0-4;738;6
2021-03-02;male;5-14;2292;45
2021-03-02;male;15-24;8215;60
2021-03-02;male;25-34;15178;79
2021-03-02;male;35-44;17742;113
2021-03-02;male;45-54;17460;115
2021-03-02;male;55-64;13490;74
2021-03-02;male;65-74;7990;56
2021-03-02;male;75-84;4955;26
2021-03-02;female;0-4;638;6
2021-03-02;female;5-14;2187;57
2021-03-02;female;15-24;8510;80
2021-03-02;female;25-34;15943;74
2021-03-02;female;35-44;20068;124
2021-03-02;female;45-54;20325;113
2021-03-02;female;55-64;13893;90
2021-03-02;female;65-74;7212;51
2021-03-02;female;75-84;6740;28
2021-03-02;unknown;0-4;0;0
2021-03-02;unknown;5-14;0;0
2021-03-02;unknown;15-24;0;0
2021-03-02;unknown;25-34;0;0
2021-03-02;unknown;35-44;0;0
2021-03-02;unknown;45-54;0;0
2021-03-02;unknown;55-64;1;0
2021-03-02;unknown;65-74;0;0
2021-03-02;unknown;75-84;0;0
2021-03-03;male;0-4;747;9
2021-03-03;male;5-14;2344;52
2021-03-03;male;15-24;8278;63
2021-03-03;male;25-34;15257;79
2021-03-03;male;35-44;17848;106
2021-03-03;male;45-54;17540;80
2021-03-03;male;55-64;13560;70
2021-03-03;male;65-74;8022;32
2021-03-03;male;75-84;4972;17
2021-03-03;female;0-4;649;11
2021-03-03;female;5-14;2233;46
2021-03-03;female;15-24;8557;47
2021-03-03;female;25-34;16017;74
2021-03-03;female;35-44;20169;101
2021-03-03;female;45-54;20416;91
2021-03-03;female;55-64;13963;70
2021-03-03;female;65-74;7256;44
2021-03-03;female;75-84;6763;23
2021-03-03;unknown;0-4;0;0
2021-03-03;unknown;5-14;0;0
2021-03-03;unknown;15-24;0;0
2021-03-03;unknown;25-34;0;0
2021-03-03;unknown;35-44;0;0
2021-03-03;unknown;45-54;0;0
2021-03-03;unknown;55-64;1;0
2021-03-03;unknown;65-74;0;0
2021-03-03;unknown;75-84;0;0
2021-03-04;male;0-4;748;1
2021-03-04;male;5-14;2388;44
2021-03-04;male;15-24;8331;53
2021-03-04;male;25-34;15305;48
2021-03-04;male;35-44;17922;74
2021-03-04;male;45-54;17608;68
2021-03-04;male;55-64;13623;63
2021-03-04;male;65-74;8072;50
2021-03-04;male;75-84;4985;13
2021-03-04;female;0-4;657;8
2021-03-04;female;5-14;2275;42
2021-03-04;female;15-24;8617;60
2021-03-04;female;25-34;16070;53
2021-03-04;female;35-44;20261;92
2021-03-04;female;45-54;20486;70
2021-03-04;female;55-64;14032;69
2021-03-04;female;65-74;7308;52
2021-03-04;female;75-84;6785;22
2021-03-04;unknown;0-4;0;0
2021-03-04;unknown;5-14;0;0
2021-03-04;unknown;15-24;0;0
2021-03-04;unknown;25-34;0;0
2021-03-04;unknown;35-44;0;0
2021-03-04;unknown;45-54;0;0
2021-03-04;unknown;55-64;1;0
2021-03-04;unknown;65-74;0;0
2021-03-04;unknown;75-84;0;0
2021-03-05;male;0-4;751;3
2021-03-05;male;5-14;2434;46
2021-03-05;male;15-24;8390;59
2021-03-05;male;25-34;15358;53
2021-03-05;male;35-44;18003;81
2021-03-05;male;45-54;17684;76
2021-03-05;male;55-64;13687;64
2021-03-05;male;65-74;8097;25
2021-03-05;male;75-84;5007;22
2021-03-05;female;0-4;667;10
2021-03-05;female;5-14;2322;47
2021-03-05;female;15-24;8679;62
2021-03-05;female;25-34;16134;64
2021-03-05;female;35-44;20354;93
2021-03-05;female;45-54;20567;81
2021-03-05;female;55-64;14093;61
2021-03-05;female;65-74;7346;38
2021-03-05;female;75-84;6813;28
2021-03-05;unknown;0-4;0;0
2021-03-05;unknown;5-14;0;0
2021-03-05;unknown;15-24;0;0
2021-03-05;unknown;25-34;0;0
2021-03-05;unknown;35-44;0;0
2021-03-05;unknown;45-54;0;0
2021-03-05;unknown;55-64;1;0
2021-03-05;unknown;65-74;0;0
2021-03-05;unknown;75-84;0;0
2021-03-06;male;0-4;752;1
2021-03-06;male;5-14;2451;17
2021-03-06;male;15-24;8416;26
2021-03-06;male;25-34;15382;24
2021-03-06;male;35-44;18044;41
2021-03-06;male;45-54;17718;34
2021-03-06;male;55-64;13714;27
2021-03-06;male;65-74;8118;21
2021-03-06;male;75-84;5016;9
2021-03-06;female;0-4;669;2
2021-03-06;female;5-14;2331;9
2021-03-06;female;15-24;8703;24
2021-03-06;female;25-34;16160;26
2021-03-06;female;35-44;20391;37
2021-03-06;female;45-54;20605;38
2021-03-06;female;55-64;14116;23
2021-03-06;female;65-74;7360;14
2021-03-06;female;75-84;6815;2
2021-03-06;unknown;0-4;0;0
2021-03-06;unknown;5-14;0;0
2021-03-06;unknown;15-24;0;0
2021-03-06;unknown;25-34;0;0
2021-03-06;unknown;35-44;0;0
2021-03-06;unknown;45-54;0;0
2021-03-06;unknown;55-64;1;0
2021-03-06;unknown;65-74;0;0
2021-03-06;unknown;75-84;0;0
2021-03-07;male;0-4;752;0
2021-03-07;male;5-14;2462;11
2021-03-07;male;15-24;8427;11
2021-03-07;male;25-34;15401;19
2021-03-07;male;35-44;18068;24
2021-03-07;male;45-54;17731;13
2021-03-07;male;55-64;13725;11
2021-03-07;male;65-74;8128;10
2021-03-07;male;75-84;5017;1
2021-03-07;female;0-4;670;1
2021-03-07;female;5-14;2338;7
2021-03-07;female;15-24;8709;6
2021-03-07;female;25-34;16173;13
2021-03-07;female;35-44;20412;21
2021-03-07;female;45-54;20629;24
2021-03-07;female;55-64;14130;14
2021-03-07;female;65-74;7373;13
2021-03-07;female;75-84;6824;9
2021-03-07;unknown;0-4;0;0
2021-03-07;unknown;5-14;0;0
2021-03-07;unknown;15-24;0;0
2021-03-07;unknown;25-34;0;0
2021-03-07;unknown;35-44;0;0
2021-03-07;unknown;45-54;0;0
2021-03-07;unknown;55-64;1;0
2021-03-07;unknown;65-74;0;0
2021-03-07;unknown;75-84;0;0
2021-03-08;male;0-4;753;1
2021-03-08;male;5-14;2493;31
2021-03-08;male;15-24;8459;32
2021-03-08;male;25-34;15452;51
2021-03-08;male;35-44;18135;67
2021-03-08;male;45-54;17804;73
2021-03-08;male;55-64;13778;53
2021-03-08;male;65-74;8158;30
2021-03-08;male;75-84;5031;14
2021-03-08;female;0-4;676;6
2021-03-08;female;5-14;2372;34
2021-03-08;female;15-24;8756;47
2021-03-08;female;25-34;16214;41
2021-03-08;female;35-44;20495;83
2021-03-08;female;45-54;20703;74
2021-03-08;female;55-64;14181;51
2021-03-08;female;65-74;7408;35
2021-03-08;female;75-84;6835;11
2021-03-08;unknown;0-4;0;0
2021-03-08;unknown;5-14;0;0
2021-03-08;unknown;15-24;0;0
2021-03-08;unknown;25-34;0;0
2021-03-08;unknown;35-44;0;0
2021-03-08;unknown;45-54;0;0
2021-03-08;unknown;55-64;1;0
2021-03-08;unknown;65-74;0;0
2021-03-08;unknown;75-84;0;0
2021-03-09;male;0-4;759;6
2021-03-09;male;5-14;2534;41
2021-03-09;male;15-24;8500;41
2021-03-09;male;25-34;15523;71
2021-03-09;male;35-44;18237;102
2021-03-09;male;45-54;17880;76
2021-03-09;male;55-64;13850;72
2021-03-09;male;65-74;8194;36
2021-03-09;male;75-84;5054;23
2021-03-09;female;0-4;679;3
2021-03-09;female;5-14;2410;38
2021-03-09;female;15-24;8830;74
2021-03-09;female;25-34;16272;58
2021-03-09;female;35-44;20597;102
2021-03-09;female;45-54;20794;91
2021-03-09;female;55-64;14243;62
2021-03-09;female;65-74;7440;32
2021-03-09;female;75-84;6858;23
2021-03-09;unknown;0-4;0;0
2021-03-09;unknown;5-14;0;0
2021-03-09;unknown;15-24;0;0
2021-03-09;unknown;25-34;0;0
2021-03-09;unknown;35-44;0;0
2021-03-09;unknown;45-54;0;0
2021-03-09;unknown;55-64;1;0
2021-03-09;unknown;65-74;0;0
2021-03-09;unknown;75-84;0;0
2021-03-10;male;0-4;764;5
2021-03-10;male;5-14;2587;53
2021-03-10;male;15-24;8540;40
2021-03-10;male;25-34;15581;58
2021-03-10;male;35-44;18307;70
2021-03-10;male;45-54;17938;58
2021-03-10;male;55-64;13910;60
2021-03-10;male;65-74;8232;38
2021-03-10;male;75-84;5067;13
2021-03-10;female;0-4;684;5
2021-03-10;female;5-14;2450;40
2021-03-10;female;15-24;8887;57
2021-03-10;female;25-34;16336;64
2021-03-10;female;35-44;20700;103
2021-03-10;female;45-54;20882;88
2021-03-10;female;55-64;14294;51
2021-03-10;female;65-74;7476;36
2021-03-10;female;75-84;6873;15
2021-03-10;unknown;0-4;0;0
2021-03-10;unknown;5-14;0;0
2021-03-10;unknown;15-24;0;0
2021-03-10;unknown;25-34;0;0
2021-03-10;unknown;35-44;0;0
2021-03-10;unknown;45-54;0;0
2021-03-10;unknown;55-64;1;0
2021-03-10;unknown;65-74;0;0
2021-03-10;unknown;75-84;0;0
2021-03-11;male;0-4;767;3
2021-03-11;male;5-14;2621;34
2021-03-11;male;15-24;8594;54
2021-03-11;male;25-34;15630;49
2021-03-11;male;35-44;18384;77
2021-03-11;male;45-54;18004;66
2021-03-11;male;55-64;13948;38
2021-03-11;male;65-74;8272;40
2021-03-11;male;75-84;5082;15
2021-03-11;female;0-4;691;7
2021-03-11;female;5-14;2479;29
2021-03-11;female;15-24;8933;46
2021-03-11;female;25-34;16398;62
2021-03-11;female;35-44;20766;66
2021-03-11;female;45-54;20957;75
2021-03-11;female;55-64;14344;50
